Place Code,Intermediate Zone,Local Authority,Local Authority (code),Population ,Working Age population,Average distance to nearest park or public garden (m),Median distance to nearest park or public garden (m),Average size of nearest park or public garden (m2),Median size of nearest park or public garden (m2),"Average number of parks and public gardens in 1,000 m radius","Median number of parks and public gardens in 1,000 m radius","Average combined size of parks and public gardens in 1,000 m radius (m2)","Median combined size of parks and public gardens in 1,000 m radius (m2)",Average population per park or public garden,Median population per park or public garden,Number of flats in rural and built up areas,Number of flats in rural and built up areas with gardens,Average garden size for flats in built up area,Number of houses in rural and built up area,Number of houses in rural and built up area with gardens,Average garden size for houses in rural and built up area ,SIMD2020 Rank,SIMD2020 Quintile,SIMD2020 Health Domain Rank,Alcohol Hospital visits ratio,Drug hospital visits ratio,Depression (%),Crime Rate,Overcrowded rate,Drive to secondary,Urban or Rural
S01011068,"Cullen, Portknockie, Findochty, Drybridge and Berryh",Moray,S12000020,586,334,2682.10,2651.83,1916.39,1827.82,1.00,1,1915.61,1827,3293.75,3271.21,10,6.56,401.94,257,218,157.70,3852,3,5412,32.80,29.86,14.34%,144.18,12.90%,10.89,URBAN
S01011069,"Cullen, Portknockie, Findochty, Drybridge and Berryh",Moray,S12000020,519,318,256.02,258.80,1827.82,1827.82,1.00,1,1827.00,1827,3271.21,3271.21,16,10.50,401.94,239,222,274.56,3157,3,4740,87.60,0.00,16.51%,176.49,6.92%,9.38,URBAN
S01011070,"Cullen, Portknockie, Findochty, Drybridge and Berryh",Moray,S12000020,619,359,546.77,591.09,1827.82,1827.82,1.00,1,1827.00,1827,3271.21,3271.21,8,5.25,401.94,279,248,232.80,4687,4,5823,51.33,51.55,13.86%,115.39,5.28%,8.27,URBAN
S01011071,"Cullen, Portknockie, Findochty, Drybridge and Berryh",Moray,S12000020,803,510,2209.02,2411.74,2088.29,1827.82,1.00,1,2087.59,1827,3337.50,3271.21,13,8.53,401.94,365,342,439.15,5091,4,5624,36.48,43.97,13.50%,37.45,7.00%,10.57,URBAN
S01011072,"Cullen, Portknockie, Findochty, Drybridge and Berryh",Moray,S12000020,1369,801,2953.63,2771.80,34896.12,43274.42,1.00,1,34895.69,43274,5585.99,6192.63,37,24.29,401.94,545,525,690.74,3173,3,4786,36.91,12.38,16.33%,132.23,6.10%,5.50,URBAN
S01011073,Buckie Central East,Moray,S12000020,680,416,1646.16,1807.30,8685.52,9535.22,1.10,1,11202.53,9535,4384.79,4617.99,55,46.85,335.17,289,250,433.21,3556,3,4153,71.83,23.48,17.32%,92.36,3.81%,6.60,URBAN
S01011074,Buckie Central East,Moray,S12000020,621,384,1524.93,1431.81,9535.22,9535.22,1.00,1,9535.00,9535,4617.99,4617.99,26,22.15,335.17,271,261,204.95,3493,3,4051,108.19,95.82,18.45%,117.47,4.61%,5.05,URBAN
S01011075,Buckie Central East,Moray,S12000020,685,389,931.95,906.86,9535.22,9535.22,1.11,1,14343.22,9535,4617.99,4617.99,32,27.26,335.17,295,294,195.46,1852,2,3902,46.42,75.27,19.01%,275.01,9.38%,4.31,URBAN
S01011076,Buckie Central East,Moray,S12000020,691,391,547.02,568.44,9535.22,9535.22,2.52,3,54965.90,66755,4617.99,4617.99,123,104.78,335.17,251,243,269.95,3181,3,4079,111.30,68.02,16.94%,525.74,7.57%,3.58,URBAN
S01011077,Buckie Central East,Moray,S12000020,749,435,820.03,785.22,20781.62,9535.22,1.78,2,43192.56,52809,5142.87,4617.99,7,5.96,335.17,332,331,169.31,2125,2,3409,110.34,134.18,15.78%,326.70,15.57%,3.69,URBAN
S01011078,Buckie West and Mains of Buckie,Moray,S12000020,1565,906,445.56,456.16,38202.52,43274.42,2.19,3,56904.36,66755,5892.81,6192.63,88,56.59,347.23,601,572,364.87,5324,4,5724,21.90,21.04,12.75%,333.22,4.17%,3.78,URBAN
S01011079,Buckie West and Mains of Buckie,Moray,S12000020,1016,661,211.05,187.00,11936.86,9535.22,3.00,3,66755.00,66755,4256.20,4617.99,150,96.46,347.23,395,335,161.20,4267,4,4828,109.90,38.47,14.57%,752.53,6.02%,2.52,URBAN
S01011080,Buckie West and Mains of Buckie,Moray,S12000020,944,572,235.57,200.36,28284.14,13945.60,2.91,3,65907.44,66755,3590.00,1100.52,75,48.23,347.23,421,396,239.71,3140,3,4013,64.72,31.86,15.88%,128.49,6.93%,3.24,URBAN
S01011081,Buckie West and Mains of Buckie,Moray,S12000020,742,470,329.60,337.11,43274.42,43274.42,2.63,3,62995.58,66755,6192.63,6192.63,29,18.65,347.23,327,327,229.15,3117,3,3703,56.54,39.35,18.48%,498.36,10.07%,3.25,URBAN
S01011082,Buckie West and Mains of Buckie,Moray,S12000020,537,287,254.07,235.92,43274.42,43274.42,2.71,3,63950.59,66755,6192.63,6192.63,25,16.08,347.23,256,256,195.15,2240,2,2239,147.46,37.81,26.48%,194.98,12.12%,3.66,URBAN
S01011083,"Mosstodloch, Portgordon and seaward",Moray,S12000020,751,441,297.56,271.98,1377.71,1377.71,1.00,1,1377.00,1377,1974.36,1974.36,14,10.04,516.38,356,338,262.81,3723,3,3367,78.69,21.61,20.60%,67.43,5.59%,7.08,URBAN
S01011084,"Mosstodloch, Portgordon and seaward",Moray,S12000020,747,477,2362.13,2381.56,4611.67,1377.71,1.00,1,4611.04,1377,1881.78,1974.36,8,5.74,516.38,357,342,997.88,4888,4,6270,58.81,0.00,14.03%,117.66,5.43%,8.44,URBAN
S01011085,"Mosstodloch, Portgordon and seaward",Moray,S12000020,853,520,4685.89,4549.57,10187.96,11057.48,1.00,1,10187.51,11057,3097.62,4355.68,8,5.74,516.38,396,387,690.21,4725,4,5309,86.14,0.00,15.48%,34.70,3.27%,12.60,URBAN
S01011086,"Mosstodloch, Portgordon and seaward",Moray,S12000020,677,394,1101.62,459.33,11057.48,11057.48,1.00,1,11057.00,11057,4355.68,4355.68,6,4.30,516.38,288,281,704.49,4578,4,4640,46.80,0.00,18.36%,75.71,5.46%,8.23,URBAN
S01011087,"Mosstodloch, Portgordon and seaward",Moray,S12000020,537,317,406.19,410.76,11057.48,11057.48,1.00,1,11057.00,11057,4355.68,4355.68,17,12.19,516.38,253,251,222.12,3595,3,3956,33.71,58.39,19.51%,56.56,6.51%,6.10,URBAN
S01011088,"Fochabers, Aultmore, Clochan and Ordiquish",Moray,S12000020,966,556,577.54,639.79,4734.03,4734.03,1.00,1,4734.00,4734,1861.77,1861.77,83,62.43,407.22,419,385,310.98,5304,4,4818,34.53,18.18,18.44%,134.96,5.20%,2.83,URBAN
S01011089,"Fochabers, Aultmore, Clochan and Ordiquish",Moray,S12000020,628,350,1037.63,1070.51,4469.89,4734.03,1.07,1,4719.86,4734,1593.67,1861.77,14,10.53,407.22,306,305,309.24,2380,2,3487,52.88,84.17,21.38%,211.90,9.23%,3.84,URBAN
S01011090,"Fochabers, Aultmore, Clochan and Ordiquish",Moray,S12000020,848,507,2972.87,3190.41,8601.07,3501.40,1.05,1,9791.26,3501,1794.03,1815.51,20,15.04,407.22,425,384,1029.13,4203,4,4662,76.99,166.26,16.44%,121.86,3.22%,8.10,URBAN
S01011091,"Heldon West, Fogwatt to Inchberry",Moray,S12000020,628,416,3354.84,4120.93,58415.88,11057.48,1.11,1,59579.63,11057,8903.18,4355.68,2,1.28,296.46,298,262,1287.60,4166,3,6076,24.21,0.00,12.99%,219.47,4.03%,9.92,URBAN
S01011092,"Heldon West, Fogwatt to Inchberry",Moray,S12000020,667,464,2314.45,1874.69,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,75,47.95,296.46,225,220,446.65,560,1,250,107.86,78.12,26.94%,288.14,8.60%,8.00,URBAN
S01011093,"Heldon West, Fogwatt to Inchberry",Moray,S12000020,1602,934,3236.88,2136.92,146274.10,169457.01,1.00,1,146273.98,169457,19359.41,22081.31,143,91.43,296.46,854,778,655.08,5116,4,5323,43.67,0.00,17.09%,28.77,1.80%,9.78,URBAN
S01011094,"Heldon West, Fogwatt to Inchberry",Moray,S12000020,1140,601,1704.26,1832.48,48238.96,2810.58,1.17,1,60612.69,71770,8525.24,6415.89,17,10.87,296.46,408,381,675.64,5654,5,6080,21.07,16.13,16.58%,150.83,0.00%,6.66,URBAN
S01011095,"Heldon West, Fogwatt to Inchberry",Moray,S12000020,819,555,3725.92,3590.83,6535.77,4278.72,1.00,1,6535.08,4278,3617.73,2687.79,7,4.48,296.46,357,332,1463.45,5120,4,6441,31.62,0.00,13.72%,*,4.47%,8.34,RURAL
S01011096,"Lhanbryde, Urquhart, Pitgavney and seaward",Moray,S12000020,748,445,1995.76,1169.05,79713.99,11057.48,1.36,1,94549.73,74581,12446.60,6415.89,96,68.47,436.90,355,343,544.58,4758,4,5186,22.92,44.25,17.47%,74.83,8.26%,6.56,URBAN
S01011097,"Lhanbryde, Urquhart, Pitgavney and seaward",Moray,S12000020,731,494,4893.81,4839.61,8945.43,11057.48,1.00,1,8945.00,11057,3623.98,4355.68,10,7.13,436.90,324,311,1169.51,5323,4,6668,22.21,21.91,13.41%,41.33,2.24%,11.53,URBAN
S01011098,"Lhanbryde, Urquhart, Pitgavney and seaward",Moray,S12000020,685,434,5317.80,5343.50,8075.76,11057.48,1.00,1,8075.35,11057,3322.69,4355.68,54,38.52,436.90,306,297,284.50,4579,4,4732,66.31,0.00,16.04%,74.83,6.14%,11.02,URBAN
S01011099,"Lhanbryde, Urquhart, Pitgavney and seaward",Moray,S12000020,727,493,5091.36,5084.56,11057.48,11057.48,1.00,1,11057.00,11057,4355.68,4355.68,116,82.74,436.90,254,248,169.96,1584,2,2109,214.66,122.34,20.57%,240.86,16.36%,11.55,URBAN
S01011100,"Lhanbryde, Urquhart, Pitgavney and seaward",Moray,S12000020,447,263,5271.70,5246.40,19505.40,11057.48,1.00,1,19505.00,11057,4805.69,4355.68,3,2.14,436.90,209,206,442.94,3804,3,4975,32.16,0.00,16.37%,135.88,4.59%,10.52,URBAN
S01011101,Elgin Cathedral to Ashgrove and Pinefield,Moray,S12000020,586,388,563.96,559.42,4721.32,4721.32,2.00,2,174178.00,174178,2160.57,2160.57,30,23.12,286.53,223,219,125.91,1067,1,1075,231.84,471.16,25.64%,203.37,19.33%,5.72,URBAN
S01011102,Elgin Cathedral to Ashgrove and Pinefield,Moray,S12000020,629,424,569.26,438.95,18841.53,4721.32,2.31,2,179988.43,174178,3868.06,2160.57,260,200.39,286.53,94,93,202.17,1537,2,2386,187.35,205.46,21.14%,899.91,13.08%,5.65,URBAN
S01011103,Elgin Cathedral to Ashgrove and Pinefield,Moray,S12000020,552,383,155.24,168.80,165968.23,169457.01,2.96,3,243385.75,245949,21453.32,22081.31,227,174.96,286.53,119,106,157.08,2003,2,2628,74.14,96.02,20.55%,776.31,14.61%,4.45,URBAN
S01011104,Elgin Cathedral to Ashgrove and Pinefield,Moray,S12000020,717,326,262.46,206.62,169457.01,169457.01,2.90,3,238912.63,245949,22081.31,22081.31,131,100.97,286.53,185,175,382.65,3388,3,3261,163.18,0.00,26.25%,357.42,5.83%,4.79,URBAN
S01011105,Elgin Cathedral to Ashgrove and Pinefield,Moray,S12000020,814,447,883.57,944.05,169457.01,169457.01,1.48,1,171723.08,169457,22081.31,22081.31,176,135.65,286.53,213,211,228.23,2514,2,2588,160.98,38.86,22.32%,245.26,11.68%,6.02,URBAN
S01011106,Elgin Cathedral to Ashgrove and Pinefield,Moray,S12000020,969,621,1470.26,1484.39,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,92,70.91,286.53,311,311,176.39,3200,3,3611,163.06,65.22,12.20%,200.10,7.49%,7.23,URBAN
S01011107,New Elgin East,Moray,S12000020,1291,836,1822.24,1848.60,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,132,92.80,237.30,352,352,214.26,2853,3,3334,82.28,10.16,16.69%,217.11,8.02%,6.44,URBAN
S01011108,New Elgin East,Moray,S12000020,530,374,1401.45,1411.80,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,19,13.36,237.30,202,202,203.90,3614,3,3427,27.32,25.81,19.39%,75.13,13.81%,6.43,URBAN
S01011109,New Elgin East,Moray,S12000020,719,436,1127.36,1131.74,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,100,70.30,237.30,305,298,210.57,4838,4,4118,79.45,20.59,17.45%,261.07,7.43%,5.17,URBAN
S01011110,New Elgin East,Moray,S12000020,642,442,1544.35,1535.91,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,84,59.05,237.30,240,239,138.77,2590,2,2319,158.19,183.29,21.94%,217.47,10.11%,6.10,URBAN
S01011111,New Elgin East,Moray,S12000020,790,506,1512.46,1518.93,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,197,138.49,237.30,222,216,164.71,1298,1,1507,237.20,228.39,22.28%,347.84,12.73%,5.69,URBAN
S01011112,New Elgin West,Moray,S12000020,1099,755,1798.98,1788.57,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,31,13.29,191.81,304,304,283.71,6696,5,6764,19.52,0.00,10.01%,101.81,5.72%,5.23,URBAN
S01011113,New Elgin West,Moray,S12000020,917,571,1476.32,1487.23,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,15,6.43,191.81,443,439,264.21,3634,3,3904,99.96,18.42,18.83%,87.59,10.27%,4.51,URBAN
S01011114,New Elgin West,Moray,S12000020,621,376,1765.26,1785.40,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,0,0.00,0.00,301,299,294.08,5213,4,5785,46.60,74.46,14.11%,275.79,6.45%,4.17,URBAN
S01011115,New Elgin West,Moray,S12000020,890,548,1507.15,1500.21,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,94,40.29,191.81,327,326,95.70,2542,2,3394,48.59,17.41,20.30%,271.87,14.19%,3.47,URBAN
S01011116,New Elgin West,Moray,S12000020,581,356,1201.35,1226.04,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,21,9.00,191.81,255,255,196.10,5005,4,4173,46.90,27.80,18.73%,275.73,2.72%,4.00,URBAN
S01011117,Elgin Central West,Moray,S12000020,732,456,560.49,557.98,163874.95,169457.01,2.63,3,240363.77,245949,21076.53,22081.31,188,124.00,234.39,223,215,340.46,4491,4,4736,93.56,135.23,16.12%,511.12,6.03%,4.71,URBAN
S01011118,Elgin Central West,Moray,S12000020,832,505,677.01,683.65,90377.83,71770.97,1.86,2,205161.07,241227,7846.88,4497.61,135,89.04,234.39,320,311,434.79,6000,5,5667,39.71,19.53,14.57%,240.01,3.75%,3.88,URBAN
S01011119,Elgin Central West,Moray,S12000020,867,474,912.28,910.49,71770.97,71770.97,1.18,1,102580.36,71770,4497.61,4497.61,47,31.00,234.39,397,391,453.78,5111,4,4487,40.99,58.61,19.43%,432.36,6.36%,4.20,URBAN
S01011120,Elgin Central West,Moray,S12000020,690,357,698.37,764.11,22924.03,2810.58,1.79,2,88599.96,74581,5856.39,6415.89,6,3.96,234.39,298,296,838.92,6379,5,6581,0.00,58.94,15.87%,192.30,1.35%,2.00,URBAN
S01011121,Elgin Bishopmill East and Ladyhill,Moray,S12000020,541,386,284.84,297.88,127214.40,169457.01,2.86,3,245104.30,245949,14477.55,22081.31,242,123.45,268.86,119,80,142.63,2550,2,3198,104.88,113.06,19.17%,2362.27,18.27%,4.02,URBAN
S01011122,Elgin Bishopmill East and Ladyhill,Moray,S12000020,606,378,170.07,150.29,120613.99,120613.99,3.38,3,247002.75,245949,13289.46,13289.46,98,49.99,268.86,217,209,204.55,4342,4,3875,102.98,23.50,16.58%,176.49,9.43%,2.61,URBAN
S01011123,Elgin Bishopmill East and Ladyhill,Moray,S12000020,1063,655,327.13,346.62,169457.01,169457.01,3.00,3,245885.27,245949,22081.31,22081.31,28,14.28,268.86,480,479,239.77,3883,3,3707,119.15,208.93,18.22%,95.94,8.92%,4.12,URBAN
S01011124,Elgin Bishopmill East and Ladyhill,Moray,S12000020,618,424,617.77,608.84,169457.01,169457.01,2.29,2,213840.86,241227,22081.31,22081.31,9,4.59,268.86,278,278,241.45,4411,4,4696,54.07,63.93,15.60%,112.14,5.45%,4.88,URBAN
S01011125,Elgin Bishopmill East and Ladyhill,Moray,S12000020,483,350,773.42,774.41,169457.01,169457.01,1.00,1,169457.00,169457,22081.31,22081.31,68,34.69,268.86,157,157,190.96,1896,2,2157,103.04,260.91,21.46%,210.20,17.68%,4.38,URBAN
S01011126,Elgin Bishopmill West and Newfield,Moray,S12000020,424,261,769.31,754.66,169457.01,169457.01,1.40,1,198165.00,169457,22081.31,22081.31,58,50.43,300.13,144,144,291.93,4377,4,3745,39.25,68.14,16.18%,*,4.98%,3.84,URBAN
S01011127,Elgin Bishopmill West and Newfield,Moray,S12000020,497,311,875.02,855.95,169457.01,169457.01,1.40,1,198165.00,169457,22081.31,22081.31,0,0.00,0.00,157,157,225.33,6325,5,6879,25.42,0.00,5.73%,*,3.36%,4.19,URBAN
S01011128,Elgin Bishopmill West and Newfield,Moray,S12000020,697,466,584.09,565.83,169457.01,169457.01,2.33,2,242164.00,241227,22081.31,22081.31,101,87.83,300.13,270,266,197.40,3142,3,3624,63.06,102.95,16.38%,365.59,6.77%,3.63,URBAN
S01011129,Elgin Bishopmill West and Newfield,Moray,S12000020,983,635,601.54,608.05,60823.38,71770.97,2.81,3,219696.00,244038,8669.01,6415.89,19,16.52,300.13,337,336,451.10,5852,5,5064,29.99,40.50,14.45%,30.50,0.51%,4.05,URBAN
S01011130,Elgin Bishopmill West and Newfield,Moray,S12000020,559,354,305.51,288.84,84795.77,71770.97,3.27,3,245296.93,244038,6842.10,4497.61,121,105.22,300.13,187,186,223.43,3524,3,2882,76.95,167.14,20.89%,517.37,11.06%,2.45,URBAN
S01011131,Lossiemouth East and Seatown,Moray,S12000020,673,468,195.07,212.62,8137.59,8137.59,1.05,1,15337.00,8137,3930.90,3930.90,124,93.62,258.20,238,206,165.63,5746,5,5998,83.14,0.00,13.86%,191.75,7.85%,3.62,URBAN
S01011132,Lossiemouth East and Seatown,Moray,S12000020,903,578,313.24,295.80,8137.59,8137.59,1.12,1,25697.98,8137,3930.90,3930.90,79,59.64,258.20,312,299,245.55,6714,5,5521,48.99,47.26,13.90%,191.23,4.45%,3.51,URBAN
S01011133,Lossiemouth East and Seatown,Moray,S12000020,450,262,354.42,324.18,8137.59,8137.59,1.94,2,143137.00,152137,3930.90,3930.90,15,11.33,258.20,180,180,301.81,3005,3,3506,337.97,68.26,14.44%,67.79,4.27%,2.93,URBAN
S01011134,Lossiemouth East and Seatown,Moray,S12000020,690,436,357.91,387.45,108557.52,143999.85,1.89,2,151252.43,152137,7149.96,8286.10,135,101.93,258.20,298,279,230.98,4531,4,4420,100.89,21.19,19.45%,114.06,4.44%,2.24,URBAN
S01011135,Lossiemouth East and Seatown,Moray,S12000020,717,447,358.30,333.78,137206.74,143999.85,1.80,2,150509.40,152137,8068.34,8286.10,47,35.49,258.20,316,312,176.91,3396,3,4384,96.85,87.30,16.25%,236.44,12.43%,2.97,URBAN
S01011136,Lossiemouth West,Moray,S12000020,633,416,611.18,616.84,79022.25,143999.85,2.00,2,152137.00,152137,6203.18,8286.10,73,59.60,405.23,223,220,410.92,4674,4,4780,49.07,22.30,17.05%,237.69,6.83%,2.72,URBAN
S01011137,Lossiemouth West,Moray,S12000020,517,292,763.63,762.09,143999.85,143999.85,1.45,1,147698.09,143999,8286.10,8286.10,25,20.41,405.23,171,168,348.12,4717,4,5777,33.43,0.00,15.01%,*,6.18%,3.09,URBAN
S01011138,Lossiemouth West,Moray,S12000020,624,388,499.24,500.89,143999.85,143999.85,1.56,2,148520.11,152137,8286.10,8286.10,39,31.84,405.23,223,223,242.06,2340,2,3411,113.24,88.70,16.59%,599.29,8.66%,2.14,URBAN
S01011139,Lossiemouth West,Moray,S12000020,1324,1155,615.61,629.79,143999.85,143999.85,1.00,1,143999.00,143999,8286.10,8286.10,40,32.66,405.23,305,276,231.94,6856,5,6914,49.61,0.00,6.53%,44.00,5.24%,3.13,URBAN
S01011140,Lossiemouth West,Moray,S12000020,521,348,131.63,121.15,143999.85,143999.85,1.00,1,143999.00,143999,8286.10,8286.10,30,24.49,405.23,208,204,202.40,2474,2,2316,44.63,177.85,20.31%,159.63,10.24%,2.09,URBAN
S01011141,Lossiemouth West,Moray,S12000020,540,361,317.51,315.60,143999.85,143999.85,1.00,1,143999.00,143999,8286.10,8286.10,0,0.00,0.00,235,235,176.31,2646,2,2477,133.45,135.07,19.20%,372.24,9.14%,2.43,URBAN
S01011142,"Burghead, Roseisle and Laich",Moray,S12000020,1390,968,3406.78,3699.40,137112.57,143999.85,1.02,1,137310.22,143999,8194.87,8286.10,55,29.23,272.96,367,328,797.06,5622,5,6533,13.76,11.68,9.07%,181.44,2.98%,5.47,URBAN
S01011143,"Burghead, Roseisle and Laich",Moray,S12000020,959,560,7966.70,7938.62,89696.29,143999.85,1.00,1,89695.54,143999,7566.79,8286.10,30,15.94,272.96,386,378,419.99,6298,5,6192,21.87,0.00,15.72%,129.85,2.84%,7.54,URBAN
S01011144,"Burghead, Roseisle and Laich",Moray,S12000020,733,441,8265.95,8275.99,2810.58,2810.58,1.00,1,2810.00,2810,6415.89,6415.89,15,7.97,272.96,303,295,269.00,5259,4,4994,59.94,41.75,13.48%,56.24,5.59%,8.56,URBAN
S01011145,"Burghead, Roseisle and Laich",Moray,S12000020,658,432,8117.16,8233.10,12947.96,2810.58,1.00,1,12947.36,2810,6416.33,6415.89,14,7.44,272.96,302,285,979.03,5479,4,6492,38.40,0.00,12.11%,104.91,3.37%,9.56,URBAN
S01011146,"Burghead, Roseisle and Laich",Moray,S12000020,750,445,9796.11,9798.26,2810.58,2810.58,1.00,1,2810.00,2810,6415.89,6415.89,20,10.63,272.96,331,327,317.61,3398,3,4364,33.56,45.54,17.75%,*,7.11%,10.88,URBAN
S01011147,"Burghead, Roseisle and Laich",Moray,S12000020,934,599,10566.89,10589.35,2810.58,2810.58,1.00,1,2810.00,2810,6415.89,6415.89,73,38.79,272.96,409,370,174.97,4908,4,5066,10.62,0.00,16.75%,108.90,5.43%,11.63,URBAN
S01011148,"Findhorn, Kinloss and Pluscarden Valley",Moray,S12000020,778,508,4060.14,4517.59,37594.61,4278.72,1.00,1,37594.05,4278,4398.72,2687.79,8,4.00,1343.95,360,337,1327.58,3537,3,5984,28.00,19.08,12.19%,76.87,4.46%,9.45,URBAN
S01011149,"Findhorn, Kinloss and Pluscarden Valley",Moray,S12000020,943,734,4816.11,4608.89,130879.12,130879.12,1.00,1,130879.00,130879,9189.34,9189.34,36,18.00,1343.95,297,245,731.64,5181,4,6779,19.39,0.00,5.97%,*,4.86%,7.91,URBAN
S01011150,"Findhorn, Kinloss and Pluscarden Valley",Moray,S12000020,849,574,3679.58,3697.79,130879.12,130879.12,1.00,1,130879.00,130879,9189.34,9189.34,0,0.00,0.00,347,347,190.21,4392,4,4678,132.52,14.83,14.91%,136.64,1.90%,7.65,URBAN
S01011151,"Findhorn, Kinloss and Pluscarden Valley",Moray,S12000020,549,401,3213.01,3219.07,130879.12,130879.12,1.00,1,130879.00,130879,9189.34,9189.34,22,11.00,1343.95,221,206,423.61,4743,4,6158,37.55,0.00,10.52%,123.12,9.00%,5.63,URBAN
S01011152,"Findhorn, Kinloss and Pluscarden Valley",Moray,S12000020,634,362,5019.28,5050.65,130879.12,130879.12,1.00,1,130879.00,130879,9189.34,9189.34,46,23.00,1343.95,338,330,479.99,4820,4,6660,35.45,0.00,12.21%,63.29,7.48%,9.06,URBAN
S01011153,Forres Central East and seaward,Moray,S12000020,882,509,656.88,263.94,33475.31,9124.36,2.64,3,161684.67,178618,4649.94,3515.10,268,177.94,225.94,274,235,653.62,3251,3,4019,120.73,128.81,17.25%,564.69,7.19%,3.36,URBAN
S01011154,Forres Central East and seaward,Moray,S12000020,531,316,235.09,232.78,118391.45,130879.12,3.08,3,161293.10,178618,8607.36,9189.34,262,173.95,225.94,136,109,191.10,1377,1,3003,188.72,86.82,23.47%,1192.05,13.42%,3.13,URBAN
S01011155,Forres Central East and seaward,Moray,S12000020,654,386,131.83,122.02,130879.12,130879.12,1.93,2,138606.37,140003,9189.34,9189.34,191,126.81,225.94,173,162,377.10,2900,3,4333,55.22,24.82,17.60%,274.91,11.51%,2.97,URBAN
S01011156,Forres Central East and seaward,Moray,S12000020,516,350,449.44,462.77,130879.12,130879.12,1.00,1,130879.00,130879,9189.34,9189.34,0,0.00,0.00,255,255,264.72,6087,5,6130,5.90,28.75,16.70%,*,2.12%,2.72,URBAN
S01011157,Forres Central East and seaward,Moray,S12000020,600,342,317.52,352.05,130879.12,130879.12,1.00,1,130879.00,130879,9189.34,9189.34,1,0.66,225.94,293,293,337.73,6513,5,6558,36.54,0.00,14.70%,*,0.87%,2.41,URBAN
S01011158,Forres Central East and seaward,Moray,S12000020,509,279,301.89,302.01,105230.64,130879.12,3.40,4,163984.00,181255,7578.54,9189.34,13,8.63,225.94,231,229,769.48,6681,5,6179,31.62,0.00,14.07%,156.28,0.59%,2.83,URBAN
S01011159,Forres South West and Mannachie,Moray,S12000020,545,313,271.26,294.02,23151.33,9124.36,4.00,4,181255.00,181255,4332.58,3515.10,54,40.59,210.21,283,281,264.54,2147,2,2879,183.71,170.32,20.88%,465.30,7.52%,2.29,URBAN
S01011160,Forres South West and Mannachie,Moray,S12000020,893,587,338.29,328.87,22395.11,9124.36,3.10,3,133997.00,178618,6468.65,3515.10,58,43.59,210.21,337,336,240.82,4053,3,4602,67.35,16.29,18.09%,136.79,8.25%,3.77,URBAN
S01011161,Forres South West and Mannachie,Moray,S12000020,579,329,658.17,657.75,15443.76,9124.36,1.93,2,60267.79,47739,4921.55,3515.10,22,16.54,210.21,249,248,142.10,2626,2,4348,45.29,27.08,16.92%,248.80,7.86%,5.23,URBAN
S01011162,Forres South West and Mannachie,Moray,S12000020,510,321,620.87,630.41,35665.86,38614.91,1.70,2,45001.50,47739,9422.20,10078.55,4,3.01,210.21,194,193,301.73,2110,2,3889,124.96,59.42,17.92%,457.16,7.24%,5.24,URBAN
S01011163,Forres South West and Mannachie,Moray,S12000020,728,476,183.17,199.53,38614.91,38614.91,2.73,3,61314.64,50375,10078.55,10078.55,0,0.00,0.00,359,355,108.72,2873,3,3448,200.72,81.14,19.16%,164.44,12.98%,4.20,URBAN
S01011164,Forres South West and Mannachie,Moray,S12000020,892,547,117.70,110.89,38614.91,38614.91,1.94,2,43924.31,41251,10078.55,10078.55,64,48.10,210.21,287,284,262.42,2983,3,4344,28.98,35.83,22.70%,100.25,3.48%,4.49,URBAN
S01011165,Forres South West and Mannachie,Moray,S12000020,732,407,227.22,234.72,34401.97,38614.91,4.00,4,181255.00,181255,9140.91,10078.55,104,78.17,210.21,277,275,216.22,1601,2,2501,90.73,62.81,23.06%,254.50,15.64%,3.99,URBAN
S01011166,Forres South West and Mannachie,Moray,S12000020,444,259,230.09,212.80,17027.99,2636.70,2.70,3,108515.40,111252.5,4712.63,1135.34,0,0.00,0.00,232,232,438.05,5830,5,6303,14.01,0.00,16.08%,*,1.95%,4.08,URBAN
S01011167,"Rafford, Dallas, Dyke to Dava",Moray,S12000020,745,453,2661.55,2669.18,63704.52,2636.70,1.05,1,69936.43,130879,4970.58,1135.34,13,7.59,897.82,313,290,1423.45,5220,4,6349,24.92,51.95,16.49%,67.43,2.34%,8.16,URBAN
